quantity,waterpoint_type,extraction_type_class,construction_year,payment,water_quality,source,gps_height,longitude,latitude,population,management,funder,installer,date_recorded,permit,public_meeting,amount_tsh,status_group
enough,communal standpipe,submersible,2000.0,pay per bucket,soft,machine dbh,12.0,39.20134378,-6.89659809,80.0,private operator,0,0,2013-03-21,False,,50.0,functional
seasonal,communal standpipe,gravity,,other,soft,rainwater harvesting,,,-2e-08,,wug,dwsp,dwe,2013-01-30,False,True,,functional
enough,hand pump,handpump,,,soft,shallow well,,,-2e-08,,wug,dwsp,dwe,2013-01-29,False,,,functional
insufficient,hand pump,other,1980.0,never pay,soft,shallow well,254.0,36.3372772,-8.28748058,200.0,vwc,government of tanzania,dwe,2011-03-10,True,True,,non functional
insufficient,communal standpipe,gravity,1965.0,never pay,soft,spring,1695.0,37.93978143,-4.39195252,675.0,vwc,rc,rc,2013-02-15,True,False,,functional
enough,hand pump,handpump,1985.0,pay annually,soft,machine dbh,385.0,37.35985261,-11.38249998,1.0,vwc,danida,danida,2013-02-18,False,True,2000.0,functional
dry,communal standpipe,gravity,,never pay,soft,spring,,30.97214182,-1.6413601000000002,,vwc,government of tanzania,dwe,2011-07-14,True,True,,non functional
enough,communal standpipe,gravity,1995.0,other,soft,spring,1556.0,37.18107744,-3.20002048,50.0,water board,germany republi,ces,2013-02-26,True,True,300.0,functional
enough,hand pump,handpump,2000.0,pay annually,soft,machine dbh,1704.0,35.03463424,-8.71197366,,vwc,livin,livi,2011-03-27,False,True,2400.0,functional
enough,communal standpipe,gravity,2008.0,pay monthly,soft,spring,2064.0,34.66653402,-9.32030493,123.0,wua,rc church,acra,2011-03-23,True,True,500.0,functional
insufficient,communal standpipe,gravity,1979.0,never pay,soft,river,284.0,36.89336704,-7.85173387,270.0,vwc,government of tanzania,dwe,2011-03-25,True,True,,non functional
enough,communal standpipe multiple,submersible,2003.0,pay per bucket,soft,machine dbh,836.0,35.07105842,-5.86785285,935.0,vwc,jika,jika,2013-01-19,True,True,50.0,functional
dry,communal standpipe,gravity,2008.0,never pay,soft,spring,1588.0,35.51342515,-4.49813639,392.0,vwc,adra,adra,2013-02-20,True,True,,non functional
enough,communal standpipe multiple,motorpump,1986.0,pay per bucket,soft,machine dbh,24.0,39.82987117,-10.30870351,300.0,vwc,unicef,unisef,2013-02-03,True,True,50.0,non functional
enough,hand pump,handpump,2002.0,never pay,salty,shallow well,-37.0,39.35289565,-8.599243800000002,230.0,vwc,government of tanzania,dwe,2013-02-03,True,True,,functional
dry,communal standpipe,gravity,,never pay,soft,spring,,33.84330525,-9.54778448,,vwc,malola,malola,2011-07-23,True,True,,non functional
insufficient,communal standpipe,submersible,2012.0,pay monthly,soft,machine dbh,690.0,37.5513584,-3.53961907,50.0,wua,government of tanzania,district council,2013-02-12,True,True,1500.0,functional needs repair
enough,communal standpipe,gravity,1977.0,never pay,soft,machine dbh,475.0,37.42696449,-6.92463588,100.0,vwc,government of tanzania,rwe,2011-03-16,True,True,,non functional
enough,communal standpipe multiple,gravity,1998.0,never pay,soft,spring,1526.0,36.68357051,-3.33449564,200.0,vwc,oxfam,dwe,2013-12-03,True,True,,functional
enough,communal standpipe,gravity,2010.0,pay per bucket,soft,river,1556.0,35.49970553,-3.38772238,250.0,vwc,ncaa,ncaa,2013-03-14,True,True,10.0,functional
enough,other,other,1990.0,pay annually,soft,machine dbh,1213.0,30.29198007,-4.97718059,400.0,vwc,norad,dwe,2013-02-03,True,True,1000.0,non functional
enough,hand pump,rope pump,2010.0,never pay,soft,shallow well,449.0,38.06310789,-4.57942791,320.0,vwc,isf,isf,2013-05-03,,True,,non functional
enough,communal standpipe,gravity,2004.0,never pay,soft,river,1723.0,34.49597807,-9.69924175,150.0,vwc,undp,mlade,2011-03-11,False,True,,non functional
seasonal,other,gravity,,,soft,rainwater harvesting,,33.73366867,-3.65767882,,parastatal,rwssp,dwe,2012-10-13,False,False,,functional
dry,communal standpipe,motorpump,1970.0,,,machine dbh,1525.0,34.68357651,-5.06761353,1.0,vwc,,,2013-02-12,,True,,non functional
enough,communal standpipe,gravity,1999.0,pay per bucket,soft,spring,1294.0,37.18094821,-3.23727991,50.0,water board,germany republi,ces,2013-04-03,True,True,10.0,functional
enough,communal standpipe multiple,submersible,2007.0,pay per bucket,soft,dam,696.0,37.97908728,-5.3919184,50.0,vwc,government of tanzania,nanra contractor,2011-04-03,False,True,20.0,non functional
enough,communal standpipe multiple,gravity,1982.0,never pay,soft,river,839.0,36.127227000000005,-10.45708757,250.0,vwc,danida,danida,2013-02-09,True,False,,non functional
enough,communal standpipe multiple,gravity,1984.0,pay monthly,soft,river,851.0,29.76162887,-4.96159658,355.0,vwc,norad,dwe,2013-02-01,True,True,150.0,non functional
insufficient,hand pump,handpump,,never pay,salty,shallow well,,34.08328965,-3.27259245,,wug,rwssp,wedeco,2012-10-06,True,True,,functional
enough,communal standpipe,gravity,1990.0,pay monthly,soft,spring,475.0,34.75207874,-11.18239081,50.0,vwc,danida,danida,2013-02-14,True,True,500.0,functional
insufficient,communal standpipe,submersible,2005.0,never pay,salty,machine dbh,,37.21779212,-6.5250742,291.0,vwc,world bank,ma,2011-04-18,True,True,,functional needs repair
seasonal,communal standpipe,gravity,,never pay,soft,rainwater harvesting,,31.14266581,-3.10519572,,vwc,hesawa,dwe,2011-07-16,True,True,,non functional
enough,communal standpipe,other,2011.0,never pay,soft,rainwater harvesting,1234.0,32.90371127,-2.0058891,200.0,,tasaf,dwe,2011-07-24,True,True,,functional
dry,communal standpipe,gravity,,never pay,soft,spring,,33.92040221,-9.68627354,,vwc,danida,central government,2011-07-16,True,True,,non functional
enough,communal standpipe,submersible,2000.0,never pay,salty,machine dbh,94.0,39.10618109,-6.70861512,834.0,parastatal,0,0,2013-03-26,False,True,,functional
enough,communal standpipe,gravity,2000.0,pay annually,soft,spring,2158.0,34.58491178,-9.59072503,30.0,vwc,rc ch,rc ch,2011-02-24,False,True,1000.0,functional
enough,communal standpipe,gravity,1992.0,,soft,spring,1479.0,30.87129842,-3.12811599,800.0,,mission,mission,2013-02-03,False,,,functional
enough,other,other,1997.0,,soft,machine dbh,18.0,39.56899471,-10.02292974,100.0,vwc,fini water,fini water,2013-01-24,True,True,,non functional
enough,hand pump,handpump,,never pay,salty,machine dbh,,32.751090600000005,-2.83439132,,vwc,swedish,sengerema water department,2011-07-23,True,True,,functional
dry,other,other,1978.0,never pay,salty,shallow well,156.0,38.43894189,-11.36471728,130.0,vwc,unicef,unicef,2013-01-29,True,True,,non functional
enough,communal standpipe,gravity,2011.0,never pay,soft,spring,862.0,37.54643928,-3.38237636,1.0,company,government of tanzania,government,2013-04-04,True,True,,functional needs repair
dry,hand pump,handpump,2010.0,never pay,salty,rainwater harvesting,1597.0,35.00747579,-4.32059492,244.0,parastatal,tag,tag,2013-03-01,True,True,,non functional
enough,communal standpipe,gravity,2003.0,,soft,river,1326.0,30.58795759,-3.73726061,250.0,vwc,unhcr,twesa,2013-02-09,False,True,,functional
enough,communal standpipe multiple,motorpump,,pay per bucket,soft,machine dbh,,35.73377327,-5.00153928,,vwc,water,dwe,2011-03-11,False,True,,functional
dry,communal standpipe,gravity,,never pay,soft,spring,,33.79061034,-9.52602317,,vwc,danida,central government,2011-07-24,True,True,,non functional
enough,communal standpipe,submersible,2009.0,pay per bucket,soft,river,489.0,38.26857414,-5.45025371,1300.0,vwc,wd and id,wd and id,2011-03-28,False,True,50.0,non functional
dry,hand pump,other,,never pay,soft,shallow well,,32.51319285,-4.96070109,,vwc,government of tanzania,central government,2012-10-13,True,True,,non functional
enough,hand pump,handpump,2010.0,pay per bucket,soft,machine dbh,1377.0,34.79116943,-4.07283439,480.0,vwc,wateraid,sema,2013-01-24,True,True,50.0,functional
enough,hand pump,handpump,2008.0,pay monthly,soft,shallow well,1080.0,35.71401424,-10.60775894,,other,tasaf,mwe,2013-03-14,True,False,500.0,functional
enough,communal standpipe,gravity,1978.0,pay monthly,soft,river,1581.0,34.61200703,-9.02565009,45.0,wua,unicef,dwe,2011-09-04,True,True,500.0,functional
enough,hand pump,handpump,,never pay,soft,machine dbh,,31.50456489,-2.74303218,,vwc,concern world wide,dwe,2011-07-22,True,True,,functional
enough,other,other,1982.0,never pay,soft,machine dbh,-5.0,38.85921698,-8.01181114,1.0,vwc,dwe,dwe,2011-03-03,True,True,,non functional
seasonal,hand pump,handpump,,pay when scheme fails,soft,shallow well,,33.12957828,-9.06915454,,vwc,kkkt,kkkt,2011-08-13,False,False,,functional
enough,hand pump,handpump,1991.0,,salty,hand dtw,1263.0,34.15197961,-1.75368075,150.0,vwc,hsw,hsw,2012-10-20,True,,,non functional
enough,communal standpipe multiple,gravity,1967.0,pay when scheme fails,soft,spring,2232.0,34.43239129999999,-9.29835993,250.0,vwc,government of tanzania,dwe,2011-11-03,False,True,,functional
enough,communal standpipe,submersible,2003.0,never pay,soft,river,8.0,38.98712009,-6.53605701,50.0,private operator,private individual,da,2011-03-25,True,True,,functional
dry,communal standpipe,gravity,,never pay,soft,spring,,30.97669063,-1.63214963,,vwc,tasaf,dwe,2011-07-14,True,True,,non functional
enough,communal standpipe,gravity,1976.0,never pay,soft,spring,1794.0,34.82705186,-8.98570623,35.0,vwc,government of tanzania,dwe,2011-03-15,False,True,,non functional
enough,hand pump,handpump,2007.0,never pay,salty,shallow well,465.0,38.08787837,-4.94787638,600.0,vwc,government of tanzania,dwe,2011-03-25,False,True,,non functional
dry,other,other,,never pay,soft,shallow well,,33.51688495,-3.12206127,,wug,netherlands,dwe,2013-03-03,False,True,,non functional
seasonal,hand pump,handpump,2009.0,pay monthly,soft,machine dbh,1897.0,31.66096526,-8.03852889,1020.0,vwc,sumbawanga munici,sumbaw,2013-01-28,True,True,500.0,functional
enough,hand pump,handpump,2011.0,,soft,machine dbh,1371.0,30.82130516,-3.33802356,230.0,vwc,tassaf,dcca,2013-02-08,False,True,,non functional
enough,hand pump,handpump,2010.0,pay monthly,soft,hand dtw,1464.0,35.05718927,-8.82333868,80.0,vwc,kkkt,villagers,2011-06-03,False,True,500.0,functional
,hand pump,rope pump,2002.0,,,shallow well,1264.0,34.35093982,-1.63899715,100.0,,private individual,juma maro,2013-02-15,,,,functional
seasonal,communal standpipe,gravity,1983.0,pay when scheme fails,soft,river,861.0,36.01870264,-10.73201008,300.0,vwc,danida,danida,2013-03-01,False,True,,non functional
enough,hand pump,handpump,1985.0,pay annually,salty,machine dbh,1488.0,31.05291838,-7.38861307,200.0,vwc,no,dwe/,2011-07-12,False,True,2000.0,functional
dry,communal standpipe,gravity,,,soft,rainwater harvesting,,35.58675666,-6.70769943,,vwc,bsf,bsf,2011-03-13,True,True,,non functional
insufficient,hand pump,handpump,2005.0,never pay,soft,shallow well,282.0,35.89567157,-8.95293645,270.0,vwc,community,communit,2011-03-05,True,True,,non functional
enough,communal standpipe,gravity,2008.0,pay monthly,soft,river,1332.0,35.09881465,-9.08394453,40.0,vwc,adb,dwe,2011-02-24,False,True,300.0,functional
enough,hand pump,handpump,2010.0,pay monthly,soft,hand dtw,1430.0,35.04909574,-8.816342500000001,80.0,vwc,kkkt,villagers,2011-06-03,False,True,500.0,functional
enough,communal standpipe multiple,gravity,2009.0,pay monthly,soft,river,830.0,29.74002863,-4.87856645,600.0,vwc,isf,dwe,2013-01-27,True,True,600.0,non functional
enough,hand pump,other,1984.0,never pay,soft,shallow well,781.0,30.822080199999995,-7.88250916,1.0,vwc,ru,dwe,2011-08-11,False,False,,non functional
enough,communal standpipe,gravity,2000.0,never pay,soft,spring,1900.0,38.32326435,-4.7383509,1.0,vwc,sabemo,chamavita,2011-03-20,True,True,,functional
dry,other,gravity,2008.0,never pay,soft,rainwater harvesting,1398.0,34.35910516,-4.62967988,268.0,parastatal,cg,cg,2013-02-19,True,True,,non functional
enough,hand pump,handpump,1985.0,never pay,soft,shallow well,339.0,38.89002637,-10.60278598,69.0,vwc,lga,lga,2013-02-13,False,True,,functional
insufficient,hand pump,handpump,,never pay,soft,shallow well,,33.4428326,-2.69998695,,vwc,hifab,hesawa,2011-08-10,True,True,,functional
insufficient,communal standpipe,gravity,1994.0,pay monthly,soft,river,1066.0,35.76365028,-10.47948629,375.0,vwc,abasia,dwe,2013-02-18,True,True,200.0,functional
enough,communal standpipe,gravity,,pay annually,soft,spring,,33.58471393,-9.2513581,,vwc,,,2011-08-02,,True,,functional
insufficient,other,other,2008.0,never pay,salty,dam,,39.10478086,-4.68204229,300.0,private operator,mkinga distric coun,dwe,2011-03-14,True,True,,functional
enough,hand pump,handpump,,never pay,salty,shallow well,,33.52828972,-2.6457002,,vwc,hesawa,dwe,2011-08-08,True,True,,non functional
enough,communal standpipe,gravity,1990.0,never pay,soft,spring,2334.0,35.84283179,-2.84205191,620.0,vwc,ncaa,ncaa,2013-02-04,True,True,,non functional
enough,communal standpipe,gravity,2000.0,never pay,soft,spring,2160.0,34.55652735,-9.32937629,15.0,vwc,rc church,rc church,2011-03-15,False,True,,functional
enough,hand pump,handpump,2008.0,,soft,machine dbh,1769.0,35.73635588,-8.05685425,600.0,vwc,idydc,idydc,2011-02-18,True,True,,functional
enough,hand pump,handpump,,never pay,soft,shallow well,,33.86782407,-3.27951619,,wug,netherlands,dwe,2012-10-17,False,True,,functional
seasonal,communal standpipe,gravity,,never pay,soft,river,,34.79780402,-8.21013324,,wua,,,2011-03-30,True,True,,functional
enough,hand pump,other,1981.0,never pay,soft,hand dtw,1315.0,30.46648498,-5.55892471,90.0,water authority,tcrs,tcrs,2013-01-19,True,True,,functional
insufficient,other,other,,,soft,shallow well,,32.64407371,-3.85926538,,private operator,private individual,edward,2013-02-07,True,True,,functional
enough,other,other,1990.0,never pay,soft,shallow well,4.0,39.073525700000005,-5.22144522,80.0,vwc,government of tanzania,dwe,2011-08-11,True,True,,non functional
enough,other,other,,never pay,soft,shallow well,,33.00745242,-3.89243335,,wug,aict,aict,2012-10-15,False,True,,non functional
enough,communal standpipe multiple,submersible,1991.0,,soft,lake,1196.0,34.03016496,-1.14806652,380.0,vwc,watu wa ujerumani,mtn,2012-10-21,False,True,,functional
enough,communal standpipe,gravity,2008.0,pay monthly,soft,spring,2568.0,34.01998029,-9.13121972,,vwc,bank,commu,2011-02-22,False,True,200.0,functional
insufficient,hand pump,handpump,2009.0,pay per bucket,soft,shallow well,192.0,38.69989215,-5.26476872,400.0,vwc,government of tanzania,dwe,2011-03-09,False,True,10.0,functional
enough,other,other,1998.0,pay annually,soft,shallow well,,37.28608427,-6.40146441,145.0,vwc,ki,dw,2011-04-19,True,True,2000.0,non functional
enough,communal standpipe,gravity,2006.0,pay per bucket,soft,spring,1561.0,37.25874084,-3.19637391,10.0,water board,germany republi,ces,2013-08-03,True,True,5.0,functional
enough,communal standpipe,gravity,1999.0,pay per bucket,soft,spring,1186.0,37.2144253,-3.2608641,35.0,water board,germany republi,ces,2013-12-03,True,True,5.0,functional
enough,communal standpipe,gravity,2005.0,pay when scheme fails,soft,river,1976.0,34.7369806,-9.69082547,53.0,vwc,district council,dwe,2011-03-18,False,True,,functional
insufficient,hand pump,handpump,1997.0,never pay,soft,shallow well,1334.0,34.09120063,-2.89379028,500.0,wug,dwsp,dwe,2013-02-15,False,False,,functional needs repair
enough,hand pump,handpump,1998.0,pay monthly,salty,shallow well,1538.0,34.69650599,-1.77697528,750.0,vwc,hesawa,hesawa,2012-10-25,,True,500.0,functional
seasonal,communal standpipe,other,1970.0,pay per bucket,soft,lake,811.0,29.67545737,-4.90149176,725.0,other,kuwasa,kuwasa,2013-01-16,True,False,30.0,functional
insufficient,communal standpipe,gravity,1978.0,never pay,soft,spring,999.0,36.7810419,-3.50357608,300.0,vwc,government of tanzania,dwe,2013-03-15,True,True,,non functional
enough,hand pump,handpump,,never pay,soft,shallow well,,33.45801298,-2.6921562000000003,,vwc,hifab,hesawa,2011-08-10,True,True,,functional
enough,communal standpipe,gravity,2007.0,pay annually,soft,spring,2074.0,34.68868972,-9.63362246,20.0,vwc,twe,twe,2011-02-23,True,True,6000.0,functional
seasonal,communal standpipe,gravity,2009.0,pay per bucket,soft,river,1658.0,35.81787425,-3.26038706,200.0,vwc,germany,dmdd,2013-03-19,True,True,10.0,functional
insufficient,communal standpipe multiple,submersible,2003.0,never pay,soft,river,352.0,38.51247638,-5.59760415,100.0,vwc,unhcr,handeni trunk main(,2011-03-23,True,True,,non functional
dry,other,other,2006.0,pay monthly,,shallow well,140.0,37.80915495,-7.37378477,300.0,vwc,tanza,dwe,2011-03-12,True,True,500.0,non functional
insufficient,communal standpipe,motorpump,,pay per bucket,salty,machine dbh,,36.64575854,-6.12780013,,water authority,government of tanzania,gover,2011-03-20,False,True,,functional
insufficient,other,gravity,1972.0,never pay,soft,spring,1404.0,37.53651289,-3.28531095,1.0,vwc,government of tanzania,dwe,2013-03-22,True,False,,non functional
enough,communal standpipe,gravity,1978.0,pay monthly,soft,river,1617.0,34.64715699,-9.04202883,54.0,wua,unicef,dwe,2011-08-04,True,True,500.0,functional
enough,communal standpipe,gravity,,never pay,soft,spring,,35.84178107,-4.46089648,,vwc,tasaf,dwe,2011-04-17,False,True,,functional
